# X Y Z i
284314.50 5036342.40 -26.00 0.001537
284334.50 5036342.40 -26.00 0.001580
284214.50 5036142.40 -22.00 0.001636
284234.50 5036142.40 -22.00 0.001651
284254.50 5036142.40 -22.00 0.001577
284274.50 5036142.40 -22.00 0.001680
284294.50 5036142.40 -22.00 0.001742
284314.50 5036142.40 -22.00 0.001806
284334.50 5036142.40 -22.00 0.001897
284214.50 5036162.40 -22.00 0.001623
284234.50 5036162.40 -22.00 0.001639
284254.50 5036162.40 -22.00 0.001579
284274.50 5036162.40 -22.00 0.001689
284294.50 5036162.40 -22.00 0.001742
284314.50 5036162.40 -22.00 0.001806
284334.50 5036162.40 -22.00 0.001955
284214.50 5036182.40 -22.00 0.001602
284234.50 5036182.40 -22.00 0.001620
284254.50 5036182.40 -22.00 0.001394
284274.50 5036182.40 -22.00 0.001713
284294.50 5036182.40 -22.00 0.001786
284314.50 5036182.40 -22.00 0.001848
284334.50 5036182.40 -22.00 0.002092
284214.50 5036202.40 -22.00 0.001559
284234.50 5036202.40 -22.00 0.001576
284254.50 5036202.40 -22.00 0.001620
284274.50 5036202.40 -22.00 0.001568
284294.50 5036202.40 -22.00 0.001844
284314.50 5036202.40 -22.00 0.001974
284334.50 5036202.40 -22.00 0.002451
284214.50 5036222.40 -22.00 0.001454
284234.50 5036222.40 -22.00 0.001364
284254.50 5036222.40 -22.00 0.001472
284274.50 5036222.40 -22.00 0.001532
284294.50 5036222.40 -22.00 0.001924
284314.50 5036222.40 -22.00 0.002046
284334.50 5036222.40 -22.00 0.002794
284214.50 5036242.40 -22.00 0.001385
284234.50 5036242.40 -22.00 0.000055
284254.50 5036242.40 -22.00 0.001612
284274.50 5036242.40 -22.00 0.001607
284294.50 5036242.40 -22.00 0.002143
284314.50 5036242.40 -22.00 0.001990
284334.50 5036242.40 -22.00 0.002419
284214.50 5036262.40 -22.00 0.001499
284234.50 5036262.40 -22.00 0.001509
284254.50 5036262.40 -22.00 0.001500
284274.50 5036262.40 -22.00 0.001512
284294.50 5036262.40 -22.00 0.001120
284314.50 5036262.40 -22.00 0.001834
284334.50 5036262.40 -22.00 0.002034
284214.50 5036282.40 -22.00 0.001560
284234.50 5036282.40 -22.00 0.001447
284254.50 5036282.40 -22.00 0.001592
284274.50 5036282.40 -22.00 0.001606
284294.50 5036282.40 -22.00 0.001623
284314.50 5036282.40 -22.00 0.001400
284334.50 5036282.40 -22.00 0.001901
284214.50 5036302.40 -22.00 0.001540
284234.50 5036302.40 -22.00 0.001546
284254.50 5036302.40 -22.00 0.001561
284274.50 5036302.40 -22.00 0.001459
284294.50 5036302.40 -22.00 0.001549
284314.50 5036302.40 -22.00 0.001616
284334.50 5036302.40 -22.00 0.001674
284214.50 5036322.40 -22.00 0.001515
284234.50 5036322.40 -22.00 0.001266
284254.50 5036322.40 -22.00 0.001333
284274.50 5036322.40 -22.00 0.001421
284294.50 5036322.40 -22.00 0.001505
284314.50 5036322.40 -22.00 0.001570
284334.50 5036322.40 -22.00 0.001617
284214.50 5036342.40 -22.00 0.001310
284234.50 5036342.40 -22.00 0.001219
284254.50 5036342.40 -22.00 0.001223
284274.50 5036342.40 -22.00 0.001363
284294.50 5036342.40 -22.00 0.001468
284314.50 5036342.40 -22.00 0.001535
284334.50 5036342.40 -22.00 0.001579
284214.50 5036142.40 -18.00 0.001635
284234.50 5036142.40 -18.00 0.001650
284254.50 5036142.40 -18.00 0.001587
284274.50 5036142.40 -18.00 0.001683
284294.50 5036142.40 -18.00 0.001741
284314.50 5036142.40 -18.00 0.001799
284334.50 5036142.40 -18.00 0.001894
284214.50 5036162.40 -18.00 0.001623
284234.50 5036162.40 -18.00 0.001637
284254.50 5036162.40 -18.00 0.001606
284274.50 5036162.40 -18.00 0.001696
284294.50 5036162.40 -18.00 0.001734
284314.50 5036162.40 -18.00 0.001785
284334.50 5036162.40 -18.00 0.001947
284214.50 5036182.40 -18.00 0.001601
284234.50 5036182.40 -18.00 0.001621
284254.50 5036182.40 -18.00 0.001536
284274.50 5036182.40 -18.00 0.001746
284294.50 5036182.40 -18.00 0.001786
284314.50 5036182.40 -18.00 0.001821
284334.50 5036182.40 -18.00 0.002081
284214.50 5036202.40 -18.00 0.001556
284234.50 5036202.40 -18.00 0.001578
284254.50 5036202.40 -18.00 0.001623
284274.50 5036202.40 -18.00 0.001569
284294.50 5036202.40 -18.00 0.001856
284314.50 5036202.40 -18.00 0.001966
284334.50 5036202.40 -18.00 0.002497
284214.50 5036222.40 -18.00 0.001432
284234.50 5036222.40 -18.00 0.001275
284254.50 5036222.40 -18.00 0.001423
284274.50 5036222.40 -18.00 0.001355
284294.50 5036222.40 -18.00 0.001950
284314.50 5036222.40 -18.00 0.002067
284334.50 5036222.40 -18.00 0.002990
284214.50 5036242.40 -18.00 0.001341
284234.50 5036242.40 -18.00 0.000171
284254.50 5036242.40 -18.00 0.001622
284274.50 5036242.40 -18.00 0.001600
284294.50 5036242.40 -18.00 0.001867
284314.50 5036242.40 -18.00 0.001986
284334.50 5036242.40 -18.00 0.002471
284214.50 5036262.40 -18.00 0.001496
284234.50 5036262.40 -18.00 0.001506
284254.50 5036262.40 -18.00 0.001495
284274.50 5036262.40 -18.00 0.001514
284294.50 5036262.40 -18.00 0.001047
284314.50 5036262.40 -18.00 0.001821
284334.50 5036262.40 -18.00 0.002016
284214.50 5036282.40 -18.00 0.001562
284234.50 5036282.40 -18.00 0.001445
284254.50 5036282.40 -18.00 0.001594
284274.50 5036282.40 -18.00 0.001604
284294.50 5036282.40 -18.00 0.001618
284314.50 5036282.40 -18.00 0.001369
284334.50 5036282.40 -18.00 0.001890
284214.50 5036302.40 -18.00 0.001542
284234.50 5036302.40 -18.00 0.001549
284254.50 5036302.40 -18.00 0.001567
284274.50 5036302.40 -18.00 0.001472
284294.50 5036302.40 -18.00 0.001544
284314.50 5036302.40 -18.00 0.001614
284334.50 5036302.40 -18.00 0.001673
284214.50 5036322.40 -18.00 0.001520
284234.50 5036322.40 -18.00 0.001254
284254.50 5036322.40 -18.00 0.001308
284274.50 5036322.40 -18.00 0.001409
284294.50 5036322.40 -18.00 0.001500
284314.50 5036322.40 -18.00 0.001569
284334.50 5036322.40 -18.00 0.001617
284214.50 5036342.40 -18.00 0.001291
284234.50 5036342.40 -18.00 0.001165
284254.50 5036342.40 -18.00 0.001162
284274.50 5036342.40 -18.00 0.001345
284294.50 5036342.40 -18.00 0.001462
284314.50 5036342.40 -18.00 0.001533
284334.50 5036342.40 -18.00 0.001578
284214.50 5036142.40 -14.00 0.001635
284234.50 5036142.40 -14.00 0.001649
284254.50 5036142.40 -14.00 0.001596
284274.50 5036142.40 -14.00 0.001686
284294.50 5036142.40 -14.00 0.001742
284314.50 5036142.40 -14.00 0.001794
284334.50 5036142.40 -14.00 0.001892
284214.50 5036162.40 -14.00 0.001621
284234.50 5036162.40 -14.00 0.001636
284254.50 5036162.40 -14.00 0.001633
284274.50 5036162.40 -14.00 0.001702
284294.50 5036162.40 -14.00 0.001725
284314.50 5036162.40 -14.00 0.001761
284334.50 5036162.40 -14.00 0.001938
284214.50 5036182.40 -14.00 0.001601
284234.50 5036182.40 -14.00 0.001621
284254.50 5036182.40 -14.00 0.001680
284274.50 5036182.40 -14.00 0.001785
284294.50 5036182.40 -14.00 0.001787
284314.50 5036182.40 -14.00 0.001790
284334.50 5036182.40 -14.00 0.002059
284214.50 5036202.40 -14.00 0.001558
284234.50 5036202.40 -14.00 0.001587
284254.50 5036202.40 -14.00 0.001629
284274.50 5036202.40 -14.00 0.001600
284294.50 5036202.40 -14.00 0.001871
284314.50 5036202.40 -14.00 0.001945
284334.50 5036202.40 -14.00 0.002538
284214.50 5036222.40 -14.00 0.001413
284234.50 5036222.40 -14.00 0.001165
284254.50 5036222.40 -14.00 0.001380
284274.50 5036222.40 -14.00 0.001237
284294.50 5036222.40 -14.00 0.001991
284314.50 5036222.40 -14.00 0.002073
284334.50 5036222.40 -14.00 0.003256
284214.50 5036242.40 -14.00 0.001290
284234.50 5036242.40 -14.00 0.000038
284254.50 5036242.40 -14.00 0.001603
284274.50 5036242.40 -14.00 0.001593
284294.50 5036242.40 -14.00 0.002126
284314.50 5036242.40 -14.00 0.001976
284334.50 5036242.40 -14.00 0.002510
284214.50 5036262.40 -14.00 0.001480
284234.50 5036262.40 -14.00 0.001498
284254.50 5036262.40 -14.00 0.001509
284274.50 5036262.40 -14.00 0.001509
284294.50 5036262.40 -14.00 0.001531
284314.50 5036262.40 -14.00 0.001802
284334.50 5036262.40 -14.00 0.001986
284214.50 5036282.40 -14.00 0.001562
284234.50 5036282.40 -14.00 0.001445
284254.50 5036282.40 -14.00 0.001595
284274.50 5036282.40 -14.00 0.001605
284294.50 5036282.40 -14.00 0.001616
284314.50 5036282.40 -14.00 0.001160
284334.50 5036282.40 -14.00 0.001878
284214.50 5036302.40 -14.00 0.001543
284234.50 5036302.40 -14.00 0.001553
284254.50 5036302.40 -14.00 0.001569
284274.50 5036302.40 -14.00 0.001449
284294.50 5036302.40 -14.00 0.001540
284314.50 5036302.40 -14.00 0.001611
284334.50 5036302.40 -14.00 0.001675
284214.50 5036322.40 -14.00 0.001525
284234.50 5036322.40 -14.00 0.001227
284254.50 5036322.40 -14.00 0.001287
284274.50 5036322.40 -14.00 0.001399
284294.50 5036322.40 -14.00 0.001496
284314.50 5036322.40 -14.00 0.001566
284334.50 5036322.40 -14.00 0.001616
284214.50 5036342.40 -14.00 0.001275
284234.50 5036342.40 -14.00 0.001106
284254.50 5036342.40 -14.00 0.001089
284274.50 5036342.40 -14.00 0.001328
284294.50 5036342.40 -14.00 0.001456
284314.50 5036342.40 -14.00 0.001530
284334.50 5036342.40 -14.00 0.001577
284214.50 5036142.40 -10.00 0.001635
284234.50 5036142.40 -10.00 0.001650
284254.50 5036142.40 -10.00 0.001601
