# X Y Z i
284294.50 5036282.40 -18.00 0.001232
284314.50 5036282.40 -18.00 0.002403
284334.50 5036282.40 -18.00 0.000853
284214.50 5036302.40 -18.00 0.001918
284234.50 5036302.40 -18.00 0.001043
284254.50 5036302.40 -18.00 0.001838
284274.50 5036302.40 -18.00 0.000194
284294.50 5036302.40 -18.00 0.001947
284314.50 5036302.40 -18.00 0.001970
284334.50 5036302.40 -18.00 0.001073
284214.50 5036322.40 -18.00 0.001845
284234.50 5036322.40 -18.00 0.000625
284254.50 5036322.40 -18.00 0.000335
284274.50 5036322.40 -18.00 0.000426
284294.50 5036322.40 -18.00 0.002313
284314.50 5036322.40 -18.00 0.001319
284334.50 5036322.40 -18.00 0.000698
284214.50 5036342.40 -18.00 0.000190
284234.50 5036342.40 -18.00 0.000330
284254.50 5036342.40 -18.00 0.001074
284274.50 5036342.40 -18.00 0.001044
284294.50 5036342.40 -18.00 0.001446
284314.50 5036342.40 -18.00 0.000398
284334.50 5036342.40 -18.00 0.000222
284214.50 5036142.40 -14.00 0.002751
284234.50 5036142.40 -14.00 0.000641
284254.50 5036142.40 -14.00 0.002333
284274.50 5036142.40 -14.00 0.003387
284294.50 5036142.40 -14.00 0.001933
284314.50 5036142.40 -14.00 0.002782
284334.50 5036142.40 -14.00 0.001110
284214.50 5036162.40 -14.00 0.001490
284234.50 5036162.40 -14.00 0.000593
284254.50 5036162.40 -14.00 0.003009
284274.50 5036162.40 -14.00 0.002561
284294.50 5036162.40 -14.00 0.001405
284314.50 5036162.40 -14.00 0.002053
284334.50 5036162.40 -14.00 0.000458
284214.50 5036182.40 -14.00 0.000291
284234.50 5036182.40 -14.00 0.002945
284254.50 5036182.40 -14.00 0.002435
284274.50 5036182.40 -14.00 0.002322
284294.50 5036182.40 -14.00 0.002741
284314.50 5036182.40 -14.00 0.000780
284334.50 5036182.40 -14.00 0.000950
284214.50 5036202.40 -14.00 0.002805
284234.50 5036202.40 -14.00 0.003352
284254.50 5036202.40 -14.00 0.000622
284274.50 5036202.40 -14.00 0.005040
284294.50 5036202.40 -14.00 0.004156
284314.50 5036202.40 -14.00 0.001119
284334.50 5036202.40 -14.00 0.000593
284214.50 5036222.40 -14.00 0.000277
284234.50 5036222.40 -14.00 0.003429
284254.50 5036222.40 -14.00 0.005222
284274.50 5036222.40 -14.00 0.000000
284294.50 5036222.40 -14.00 0.001006
284314.50 5036222.40 -14.00 0.002873
284334.50 5036222.40 -14.00 0.002103
284214.50 5036242.40 -14.00 0.000698
284234.50 5036242.40 -14.00 0.000000
284254.50 5036242.40 -14.00 0.001511
284274.50 5036242.40 -14.00 0.001380
284294.50 5036242.40 -14.00 0.003553
284314.50 5036242.40 -14.00 0.002702
284334.50 5036242.40 -14.00 0.002549
284214.50 5036262.40 -14.00 0.000199
284234.50 5036262.40 -14.00 0.000791
284254.50 5036262.40 -14.00 0.001725
284274.50 5036262.40 -14.00 0.002058
284294.50 5036262.40 -14.00 0.001273
284314.50 5036262.40 -14.00 0.002344
284334.50 5036262.40 -14.00 0.001074
284214.50 5036282.40 -14.00 0.001070
284234.50 5036282.40 -14.00 0.002068
284254.50 5036282.40 -14.00 0.001515
284274.50 5036282.40 -14.00 0.001360
284294.50 5036282.40 -14.00 0.000658
284314.50 5036282.40 -14.00 0.000880
284334.50 5036282.40 -14.00 0.000935
284214.50 5036302.40 -14.00 0.001312
284234.50 5036302.40 -14.00 0.001688
284254.50 5036302.40 -14.00 0.002215
284274.50 5036302.40 -14.00 0.001518
284294.50 5036302.40 -14.00 0.002136
