0.50	-0.12
1.50	-0.12
2.50	-0.12
3.50	-0.12
4.50	-0.12
5.50	-0.12
6.50	-0.12
7.50	-0.12
8.50	-0.12
0.50	-1.18
1.50	-1.18
2.50	-1.18
3.50	-1.18
4.50	-1.18
5.50	-1.18
6.50	-1.18
7.50	-1.18
8.50	-1.18
0.50	-1.98
1.50	-1.98
2.50	-1.98
3.50	-1.98
4.50	-1.98
5.50	-1.98
6.50	-1.98
7.50	-1.98
8.50	-1.98
0.50	-3.15
1.50	-3.15
2.50	-3.15
3.50	-3.15
4.50	-3.15
5.50	-3.15
6.50	-3.15
7.50	-3.15
8.50	-3.15
