# X Y i
-20.00 -2.00 0.002464
-20.00 -10.00 0.002508
-19.20 -10.00 0.002617
-18.40 -10.00 0.002737
-17.60 -10.00 0.002853
-16.80 -10.00 0.002960
-16.00 -10.00 0.003056
-15.20 -10.00 0.003142
-14.40 -10.00 0.003216
-13.60 -10.00 0.003280
-12.80 -10.00 0.003334
-12.00 -10.00 0.003379
-11.20 -10.00 0.003415
-10.40 -10.00 0.003444
-9.60 -10.00 0.003465
-8.80 -10.00 0.003479
-8.00 -10.00 0.003486
-7.20 -10.00 0.003486
-6.40 -10.00 0.003478
-5.60 -10.00 0.003463
-4.80 -10.00 0.003440
-4.00 -10.00 0.003409
-3.20 -10.00 0.003369
-2.40 -10.00 0.003321
-1.60 -10.00 0.003263
-0.80 -10.00 0.003194
0.00 -10.00 0.003115
0.80 -10.00 0.003024
1.60 -10.00 0.002921
2.40 -10.00 0.002803
3.20 -10.00 0.002670
4.00 -10.00 0.002521
4.80 -10.00 0.002355
5.60 -10.00 0.002169
6.40 -10.00 0.001964
7.20 -10.00 0.001740
8.00 -10.00 0.001496
8.80 -10.00 0.001237
9.60 -10.00 0.000969
10.40 -10.00 0.000701
11.20 -10.00 0.000450
12.00 -10.00 0.000236
12.80 -10.00 0.000080
13.60 -10.00 0.000000
14.40 -10.00 0.000000
15.20 -10.00 0.000000
16.00 -10.00 0.000000
16.80 -10.00 0.000000
17.60 -10.00 0.002249
-20.00 -9.20 0.002397
-19.20 -9.20 0.002541
-18.40 -9.20 0.002682
-17.60 -9.20 0.002806
-16.80 -9.20 0.002918
-16.00 -9.20 0.003016
-15.20 -9.20 0.003102
-14.40 -9.20 0.003176
-13.60 -9.20 0.003240
-12.80 -9.20 0.003294
-12.00 -9.20 0.003338
-11.20 -9.20 0.003375
-10.40 -9.20 0.003404
-9.60 -9.20 0.003425
-8.80 -9.20 0.003439
-8.00 -9.20 0.003446
-7.20 -9.20 0.003446
-6.40 -9.20 0.003439
-5.60 -9.20 0.003424
-4.80 -9.20 0.003401
-4.00 -9.20 0.003371
-3.20 -9.20 0.003332
-2.40 -9.20 0.003284
-1.60 -9.20 0.003227
-0.80 -9.20 0.003159
0.00 -9.20 0.003082
0.80 -9.20 0.002992
1.60 -9.20 0.002890
2.40 -9.20 0.002775
3.20 -9.20 0.002645
4.00 -9.20 0.002498
4.80 -9.20 0.002335
5.60 -9.20 0.002153
6.40 -9.20 0.001951
7.20 -9.20 0.001730
8.00 -9.20 0.001490
8.80 -9.20 0.001234
9.60 -9.20 0.000965
10.40 -9.20 0.000696
11.20 -9.20 0.000442
12.00 -9.20 0.000225
12.80 -9.20 0.000070
13.60 -9.20 0.000000
14.40 -9.20 0.000000
15.20 -9.20 0.000000
16.00 -9.20 0.000000
16.80 -9.20 0.000000
17.60 -9.20 0.002040
-20.00 -8.40 0.002240
-19.20 -8.40 0.002420
-18.40 -8.40 0.002582
-17.60 -8.40 0.002720
-16.80 -8.40 0.002838
-16.00 -8.40 0.002939
-15.20 -8.40 0.003025
-14.40 -8.40 0.003099
-13.60 -8.40 0.003161
-12.80 -8.40 0.003214
-12.00 -8.40 0.003258
-11.20 -8.40 0.003295
-10.40 -8.40 0.003323
-9.60 -8.40 0.003344
-8.80 -8.40 0.003359
-8.00 -8.40 0.003366
-7.20 -8.40 0.003366
-6.40 -8.40 0.003359
-5.60 -8.40 0.003345
-4.80 -8.40 0.003323
-4.00 -8.40 0.003293
-3.20 -8.40 0.003255
-2.40 -8.40 0.003209
-1.60 -8.40 0.003153
-0.80 -8.40 0.003088
